common_name,train_count,test_count,total_count
Large-headed Flatbill,4,0,4
Large-tailed Antshrike,5,0,5
Large-tailed Nightjar,22,18,40
Lark Bunting,7,0,7
Lark Sparrow,45,23,68
Latham's Forest Francolin,1,0,1
Lattice-tailed Trogon,1,0,1
Lau's Leaf Litter Toad,1,0,1
Laughing Dove,13,9,22
Laughing Falcon,57,32,89
Laughing Gull,16,18,34
Laughing Kookaburra,166,100,266
Lawes's Parotia,1,0,1
Lawrence's Goldfinch,6,0,6
Lawrence's Thrush,1,0,1
Lazuli Bunting,69,45,114
Le Conte's Thrasher,2,0,2
LeConte's Sparrow,28,7,35
Leach's Petrel,2,0,2
Leaden Antwren,1,0,1
Leaden Flycatcher,5,0,5
Leaf Green Tree Frog,2,0,2
Leaf Litter Toad,1,0,1
Least Bittern,43,21,64
Least Flycatcher,172,94,266
Least Grebe,4,0,4
Least Nighthawk,1,0,1
Least Pauraque,1,0,1
Least Pygmy-Owl,4,0,4
Least Sandpiper,7,0,7
Least Shieldback,1,0,1
Least Tern,8,0,8
Lemon tree borer,1,0,1
Lemon-bellied Crombec,1,0,1
Lemon-browed Flycatcher,1,0,1
Lemon-chested Greenlet,5,0,5
Lemon-throated Barbet,1,0,1
Lemon-yellow Tree Frog,3,0,3
Leopard,1,0,1
Leopard Toad,1,0,1
Lesser Anglewing Katydid,5,0,5
Lesser Antillean Pewee,1,0,1
Lesser Antilles Robber Frog,1,0,1
Lesser Black-backed Gull,7,0,7
Lesser Bladder Cicada,7,0,7
Lesser Bristlebill,1,0,1
Lesser Bronze Cicada,2,0,2
Lesser Coucal,5,0,5
Lesser Cuckoo,4,0,4
Lesser Cuckooshrike,2,0,2
Lesser Elaenia,1,0,1
Lesser Goldfinch,190,100,290
Lesser Grass-Finch,1,0,1
Lesser Grasshopper,11,18,29
Lesser Greenlet,4,0,4
Lesser Ground-Cuckoo,9,0,9
Lesser Honeyguide,5,0,5
Lesser Hornero,1,0,1
Lesser Horseshoe Bat,2,0,2
Lesser Kestrel,1,0,1
Lesser Kiskadee,2,0,2
Lesser Marsh Grasshopper,1,0,1
Lesser Masked-Weaver,2,0,2
Lesser Melampitta,1,0,1
Lesser Necklaced Laughingthrush,1,0,1
Lesser Nighthawk,4,0,4
Lesser Noctule,3,0,3
Lesser Pine Katydid,2,0,2
Lesser Prairie Chicken,1,0,1
Lesser Redpoll,18,9,27
Lesser Roadrunner,1,0,1
Lesser Shortwing,1,0,1
Lesser Snouted Tree Frog,14,0,14
Lesser Spotted Woodpecker,16,33,49
Lesser Striped-Swallow,1,0,1
Lesser Swamp Warbler,3,0,3
Lesser Swimming Frog,11,0,11
Lesser Tree Frog,5,6,11
Lesser Violetear,3,0,3
Lesser Whistling-Duck,2,0,2
Lesser Whitethroat,99,100,199
Lesser Woodcreeper,5,0,5
Lesser Yellowlegs,16,12,28
Lesson's Mimicking Snout-nose,2,0,2
Lesson's Motmot,22,5,27
Lesueur's Frog,1,0,1
Levaillant's Cisticola,3,0,3
Levant Green Frog,2,0,2
Lewin's Honeyeater,19,19,38
Lewin's Rail,3,0,3
Lewis's Woodpecker,7,0,7
Leymebamba Antpitta,1,0,1
Light-vented Bulbul,62,47,109
Lightfoot's moss frog,44,16,60
Lilac-crowned Parrot,4,0,4
Lily Leaf Beetle,1,0,1
Limpkin,41,41,82
Lincoln's Sparrow,33,24,57
Lineated Barbet,20,15,35
Lineated Foliage-gleaner,3,0,3
Lineated Woodpecker,18,7,25
Lined Forest Falcon,1,0,1
Lined Quail-Dove,2,0,2
Lined Seedeater,2,0,2
Linne's Cicada,57,25,82
Linnet,98,85,183
Lion,10,0,10
Little Barbet,2,0,2
Little Baron,4,0,4
Little Bittern,24,8,32
Little Blue Heron,2,0,2
Little Bustard,7,0,7
Little Corella,13,21,34
Little Crake,10,7,17
Little Crow,1,0,1
Little Cuckoo,2,0,2
Little Devil Poison Frog,1,0,1
Little Egret,3,0,3
Little Friarbird,3,0,3
Little Grass Frog,23,0,23
Little Grassbird,27,30,57
Little Grebe,46,23,69
Little Green Woodpecker,1,0,1
Little Greenbul,3,0,3
Little Gull,3,0,3
Little Lorikeet,1,0,1
Little Nightjar,8,0,8
Little Owl,142,100,242
Little Penguin,7,0,7
Little Pied Flycatcher,1,0,1
Little Raven,83,69,152
Little Red Flying Fox,2,0,2
Little Ringed Plover,17,10,27
Little Rush-Warbler,3,0,3
Little Shearwater,1,0,1
Little Sparrowhawk,2,0,2
Little Spiderhunter,2,0,2
Little Spotted Kiwi,9,0,9
Little Swift,2,0,2
Little Tern,5,0,5
Little Thornbird,8,0,8
Little Tinamou,27,0,27
Little Wattlebird,23,37,60
Little Wood-Rail,1,0,1
Little Woodpecker,4,0,4
Little mesquite cicada,1,0,1
Livingstone's Turaco,4,0,4
Locomotive Grasshopper,2,0,2
Lodgepole Chipmunk,1,0,1
Loggerhead Kingbird,2,0,2
Loggerhead Shrike,28,17,45
Long-billed Corella,9,11,20
Long-billed Curlew,4,0,4
Long-billed Dowitcher,17,0,17
Long-billed Gnatwren,21,7,28
Long-billed Hermit,2,0,2
Long-billed Sunbird,5,0,5
Long-billed Thrasher,9,8,17
Long-billed Woodcreeper,1,0,1
Long-billed Wren,8,0,8
Long-cercus Field Cricket,1,0,1
Long-chirp Field Cricket,4,0,4
Long-eared Hedgehog,1,0,1
Long-eared Owl,177,100,277
Long-finned Pilot Whale,1,0,1
Long-haired June Beetle,2,0,2
Long-spurred Meadow Katydid,3,0,3
Long-tailed Cinclodes,1,0,1
Long-tailed Cormorant,1,0,1
Long-tailed Duck,8,6,14
Long-tailed Ground Squirrel,1,0,1
Long-tailed Koel,12,8,20
Long-tailed Manakin,4,0,4
Long-tailed Meadowlark,5,0,5
Long-tailed Mockingbird,4,0,4
Long-tailed Reed Finch,8,0,8
Long-tailed Rosefinch,3,0,3
Long-tailed Shrike,4,0,4
Long-tailed Silky-flycatcher,1,0,1
Long-tailed Tapaculo,3,0,3
Long-tailed Tit,289,100,389
Long-tailed Tyrant,3,0,3
Long-tailed Wattled Bat,15,0,15
Long-tailed Wood Partridge,5,0,5
Long-tufted Screech-Owl,2,0,2
Long-winged Antwren,1,0,1
Long-winged Conehead,2,0,2
Lorestan Earless Toad,1,0,1
Loria's Satinbird,1,0,1
Los Cedros Rainfrog,1,0,1
Louisiana Waterthrush,179,100,279
Lovely Leaf Frog,1,0,1
Loveridge's Frog,1,0,1
Lowland Leopard Frog,1,0,1
Lucy's Warbler,9,10,19
Lusitanian Parsley Frog,5,0,5
Lusitanian Saddle Bush-cricket,2,0,2
Lutz's Poison Frog,2,0,2
Luzon Boobook,2,0,2
Luzon Hornbill,3,0,3
Luzon Narrow-Mouthed Frog,2,0,2
Lyric Cicada,88,45,133
Mababe puddle frog,7,0,7
MacGillivray's Warbler,83,36,119
Macleay's Honeyeater,1,0,1
Madagascar Cuckoo,1,0,1
Madagascar Fody,1,0,1
Madagascar Magpie-Robin,1,0,1
Madagascar Nightjar,1,0,1
Madeira Firecrest,2,0,2
Madeiran Chaffinch,5,0,5
Magdalena Tapaculo,1,0,1
Magellanic Penguin,1,0,1
Magellanic Tapaculo,6,0,6
Magellanic Woodpecker,2,0,2
Maghreb Magpie,1,0,1
Magnificent Bird-of-Paradise,1,0,1
Magnificent Frigatebird,1,0,1
Magnolia Warbler,95,42,137
Magpie Tanager,2,0,2
Magpie-lark,36,36,72
Mainland Leopard Cat,1,0,1
Mainland Reed Frog,3,0,3
Malabar Barbet,1,0,1
Malabar Grey Hornbill,7,0,7
Malabar Lark,1,0,1
Malabar Parakeet,2,0,2
Malabar Pied Hornbill,1,0,1
Malabar Trogon,1,0,1
Malabar Whistling-Thrush,4,0,4
Malachite Sunbird,7,0,7
Malayan Black-capped Babbler,2,0,2
Malayan Night Heron,6,20,26
Malayan Peacock-Pheasant,1,0,1
Malaysian Bush-cricket,7,0,7
Malaysian Pied-Fantail,7,0,7
Mallard,227,100,327
Manaus Snouted Tree Frog,1,0,1
Manchurian Bush-Warbler,4,0,4
Mandarin Duck,1,0,1
Maned Wolf,1,0,1
Mangaluru narrow-mouthed frog,1,0,1
Mango Longhorn Beetle,1,0,1
Mango Stem Borer,1,0,1
Mangrove Cuckoo,1,0,1
Mangrove Gerygone,1,0,1
Mangrove Honeyeater,1,0,1
Mangrove Kingfisher,1,0,1
Mangrove Pitta,2,0,2
Mangrove Rail,2,0,2
Mangrove Vireo,6,0,6
Mangven Chang's Music Frog,1,0,1
Mantanani Scops-Owl,1,0,1
Mantled Guereza,3,0,3
Mantled Howler Monkey,22,16,38
Manx Shearwater,1,0,1
Many-banded Tree Frog,2,0,2
Many-colored Chaco Finch,9,0,9
Many-colored Rush Tyrant,4,0,4
Many-striped Canastero,1,0,1
Manú Antbird,4,0,4
Map Tree Frog,1,0,1
Mapararí Fingered Poison Frog,1,0,1
Marañón Crescentchest,1,0,1
Marañón Spinetail,1,0,1
Marbled Frog,4,0,4
Marbled Frogmouth,9,0,9
Marbled Godwit,9,0,9
Marbled Murrelet,7,0,7
Marbled Sand Frog,1,0,1
Marbled Tree Frog,1,0,1
Marbled Tropical Bullfrog,4,0,4
Marbled White-lipped Frog,2,0,2
Marbled Wood Frog,9,0,9
Marbled Wood Quail,3,0,3
Marbled rubber frog,3,0,3
Marbled sand frog,1,0,1
Marcapata Spinetail,2,0,2
Margined Reed Frog,1,0,1
Mariana Crow,1,0,1
Maritime Grasshopper,3,0,3
Maritime Striped Squirrel,4,0,4
Marmalade Hover Fly,1,0,1
Maroon Oriole,4,0,4
Maroon Woodpecker,2,0,2
Maroon-bellied Parakeet,7,0,7
Maroon-belted Chat-Tyrant,1,0,1
Maroon-fronted Parrot,2,0,2
Maroon-tailed Parakeet,1,0,1
Marsh Antwren,2,0,2
Marsh Frog,38,39,77
Marsh Sandpiper,1,0,1
Marsh Tapaculo,1,0,1
Marsh Tit,160,100,260
Marsh Warbler,179,100,279
Marsh Wren,362,100,462
Marsh meadow grasshopper,2,0,2
Marsh-cricket,10,23,33
Martial Eagle,1,0,1
Martinique Robber Frog,1,0,1
Masked Duck,1,0,1
Masked Flowerpiercer,2,0,2
Masked Gnatcatcher,21,11,32
Masked Lapwing,55,54,109
Masked Laughing-thrush,13,14,27
Masked Saltator,1,0,1
Masked Tityra,2,0,2
Masked Tree Frog,1,0,1
Masked Trogon,2,0,2
Masked Water-Tyrant,3,0,3
Massasauga,1,0,1
Mata do Catolé Heart-tongued Frog,1,0,1
Matabele Ant,1,0,1
Mato Grosso Antbird,1,0,1
Mato Grosso Snouted Tree Frog,1,0,1
Maui Nui ʻAlauahio,1,0,1
Mauritanian Toad,1,0,1
Mayan Antthrush,4,0,4
McCown's Longspur,1,0,1
Meadow Bunting,5,0,5
Meadow Grasshopper,12,60,72
Meadow Pipit,26,36,62
Meadow Spittlebug,1,0,1
Meadow Vole,1,0,1
Mealy Parrot,4,0,4
Mediterranean Gull,4,0,4
Mediterranean Katydid,4,0,4
Mediterranean Tree Frog,15,25,40
Melodious Blackbird,51,22,73
Melodious Warbler,33,38,71
Mendoza four-eyed frog,1,0,1
Meowing Night Frog,1,0,1
Merlin,96,83,179
Merriam's Chipmunk,28,0,28
Mertens's Yellow Tree Frog,1,0,1
Mescalero Shieldback,1,0,1
Metallic Pigeon,1,0,1
Mexican Black Howler Monkey,9,13,22
Mexican Burrowing Toad,4,0,4
Mexican Bush Katydid,1,0,1
Mexican Chickadee,2,0,2
Mexican Crow,1,0,1
Mexican Free-tailed Bat,8,5,13
Mexican Giant Tree Frog,3,0,3
Mexican Jay,9,13,22
Mexican Lancehead Rattlesnake,1,0,1
Mexican Parrotlet,3,0,3
Mexican Smilisca,26,6,32
Mexican Spadefoot,13,0,13
Mexican Violetear,9,13,22
Mexican Whip-poor-will,35,25,60
Mexican White-lipped Frog,18,0,18
Micro Frog,11,9,20
Micronesian Starling,1,0,1
Middle Spotted Woodpecker,52,42,94
Migrant Hover Fly,1,0,1
Military Macaw,7,0,7
Mindanao Blue-Fantail,1,0,1
Mindoro Hornbill,1,0,1
Mink Frog,24,8,32
Minor Cicada,25,14,39
Minute Hermit,2,0,2
Miranda's White-lipped Frog,1,0,1
Miromiro,180,22,202
Mississippi Kite,29,14,43
Mistbelt moss frog,2,0,2
Mistle Thrush,110,100,210
Mistletoe Tyrannulet,1,0,1
Mistletoebird,6,10,16
Mitchell's Reed Frog,2,0,2
Mitred Parakeet,6,0,6
Moaning Frog,1,0,1
Mocking Cliff Chat,2,0,2
Modest Plump Bush-cricket,2,0,2
Mole Cricket,28,27,55
Moltoni's Warbler,2,0,2
Moltrecht's Green Tree Frog,16,34,50
Moluccan Owlet-nightjar,1,0,1
Moluccan Scops-Owl,1,0,1
Monarch Butterfly,1,0,1
Mongrel frog,1,0,1
Monk Parakeet,100,67,167
Monotonous Lark,1,0,1
Montane Dink Frog,1,0,1
Montane Marsh Frog,15,0,15
Montane Woodcreeper,1,0,1
Montevideo Tree Frog,26,16,42
Montezuma Leopard Frog,1,0,1
Montezuma Oropendola,21,13,34
Montezuma Quail,3,0,3
Moor Frog,17,7,24
Moore's Cactus Dodger,4,0,4
More-modest Plump Bush-cricket,1,0,1
Morelet's Seedeater,16,5,21
Morepork,111,63,174
Morere's Spiny Reed Frog,1,0,1
Mormon Cricket,4,0,4
Morrison's Fulvetta,13,6,19
Morse's Shieldback,3,0,3
Mortensen's Frog,1,0,1
Moss Frog,3,0,3
Moss-backed Tanager,1,0,1
Mottle-cheeked Tyrannulet,4,0,4
Mottled Bush Cricket,2,0,2
Mottled Grasshopper,1,0,1
Mottled Owl,33,25,58
Mottled Piculet,1,0,1
Mottled Wood Owl,4,0,4
Mount Tucuche Tree Frog,1,0,1
Mountain Bluebird,1,0,1
Mountain Brushtail Possum,2,0,2
Mountain Bulbul,2,0,2
Mountain Cacique,2,0,2
Mountain Chickadee,76,34,110
Mountain Chorus Frog,30,0,30
Mountain Cicada,13,5,18
Mountain Elaenia,6,0,6
Mountain Leaf Warbler,2,0,2
Mountain Lion,5,0,5
Mountain Quail,38,22,60
Mountain Rain Frog,21,11,32
Mountain Scops-Owl,24,54,78
Mountain Stream Tree Frog,1,0,1
Mountain Tailorbird,10,0,10
Mountain Thrush,2,0,2
Mountain Tree Frog,1,0,1
Mountain Trogon,9,6,15
Mountain Wren,2,0,2
Mountain Wren-Babbler,1,0,1
Mountain caco,3,0,3
Mourning Dove,347,100,447
Mourning Gecko,1,0,1
Mourning Sierra-Finch,7,0,7
Mourning Warbler,94,37,131
Mouse-colored Antshrike,4,0,4
Mouse-colored Sunbird,2,0,2
Mouse-colored Tapaculo,3,0,3
Moussier's Redstart,4,0,4
Moustached Antpitta,3,0,3
Moustached Antwren,1,0,1
Moustached Babbler,2,0,2
Moustached Flowerpiercer,1,0,1
Moustached Turca,1,0,1
Moustached Warbler,1,0,1
Moustached Wren,10,0,10
Mozambique Forest Tree Frog,2,0,2
Mozambique Rain Frog,1,0,1
Mozambique ridged frog,5,0,5
Mt. Meru Stream Frog,1,0,1
Mukhlesur's Narrow-mouthed Frog,3,0,3
Murray Acacia Cicada,3,0,3
Muscovy Duck,3,0,3
Musician Wren,5,0,5
Musk Duck,3,0,3
Musk Lorikeet,12,16,28
Muskrat,4,0,4
Mustached Frog,3,0,3
Mute Swan,21,12,33
Mutilating Gecko,2,0,2
Müller's Gibbon,1,0,1
Namaqua Rain Frog,1,0,1
Nanday Parakeet,11,7,18
Narcissus Bulb Fly,2,0,2
Narcissus Flycatcher,4,0,4
Narina Trogon,4,0,4
Nariño Tapaculo,3,0,3
Narrow Fringed Frog,15,0,15
Narrow-billed Antwren,1,0,1
Narrow-billed Woodcreeper,11,0,11
Narrow-winged Tree Cricket,6,0,6
Nashville Warbler,146,63,209
Natal Forest Tree Frog,3,0,3
Natal Francolin,5,0,5
Natal Puddle Frog,10,0,10
Natal Spiny Reed Frog,2,0,2
Natal sand frog,7,0,7
Nathusius's pipistrelle,1,0,1
Natterer's Bat,3,0,3
Natterer's Slaty-Antshrike,2,0,2
Natterjack Toad,26,25,51
Ndumo Rain Frog,1,0,1
Neblina Tapaculo,1,0,1
Nebraska Conehead,17,19,36
Nelson's Sharp-tailed Sparrow,16,0,16
Neotropical Otter,1,0,1
Neotropical Pygmy Squirrel,2,0,2
Nepal Wart Frog,1,0,1
New Forest Cicada,5,0,5
New Holland Honeyeater,31,34,65
New Jersey Chorus Frog,19,21,40
New Zealand Bellbird,294,100,394
New Zealand Creeper,53,8,61
New Zealand Falcon,23,10,33
New Zealand Fantail,64,17,81
New Zealand Kaka,61,30,91
New Zealand Mason wasp,1,0,1
New Zealand Pigeon,1,0,1
New Zealand Pipit,2,0,2
Nicaragua Tree Cricket,1,0,1
Niceforo's Wren,2,0,2
Nicobarese Frog,3,0,3
Nightingale Wren,2,0,2
Nile Ridged Frog,5,0,5
Nilgiri Marten,1,0,1
Nilgiri Palm Squirrel,1,0,1
Noctule,3,0,3
Noisy Friarbird,32,57,89
Noisy Miner,85,88,173
Noisy Pitta,2,0,2
North Atlantic Right Whale,1,0,1
North Bornean Gray Gibbon,3,0,3
North Coast Ambertail,1,0,1
North Island Brown Kiwi,9,0,9
North Island Kōkako,7,0,7
North Island Robin,11,6,17
North Island Saddleback,19,5,24
Northeastern Pepper Frog,2,0,2
Northeastern Pine Sawyer,1,0,1
Northern Barred-Woodcreeper,3,0,3
Northern Bat,12,0,12
Northern Beardless-Tyrannulet,19,8,27
Northern Bentbill,3,0,3
Northern Black-throated Trogon,3,0,3
Northern Bobwhite,157,94,251
Northern Boobook,5,5,10
Northern Bush Katydid,14,0,14
Northern Cardinal,1000,100,1100
Northern Cricket Frog,90,57,147
Northern Dog-day Cicada,119,35,154
Northern Double Drummer,5,0,5
Northern Dusk-singing Cicada,22,14,36
Northern Elephant Seal,2,0,2
Northern Emerald-Toucanet,3,0,3
Northern Flicker,769,100,869
Northern Flying Squirrel,2,0,2
Northern Fulmar,2,0,2
Northern Gannet,4,0,4
Northern Glassfrog,1,0,1
Northern Goshawk,19,0,19
Northern Greengrocer,1,0,1
Northern Grey-headed Sparrow,2,0,2
Northern Harrier,4,0,4
Northern Harvester Termite,1,0,1
Northern Jacana,1,0,1
Northern Lapwing,81,53,134
Northern Leopard Frog,139,49,188
Northern Lesser Galago,3,0,3
Northern Mockingbird,908,100,1008
Northern Mole Cricket,45,13,58
Northern Muriqui,1,0,1
Northern Pacific Treefrog,288,100,388
Northern Palm Squirrel,1,0,1
Northern Parula,360,100,460
Northern Pintail,6,0,6
Northern Plains Gray Langur,1,0,1
Northern Potoo,2,0,2
Northern Pygmy-Owl,68,34,102
Northern Rattler,2,0,2
Northern Red Muntjac,9,0,9
Northern Red-legged Frog,4,0,4
Northern River Otter,12,6,18
Northern Rough-winged Swallow,18,9,27
Northern Saw-whet Owl,105,61,166
Northern Schiffornis,3,0,3
Northern Screamer,1,0,1
Northern Sedge Wren,84,49,133
Northern Short-tailed Shrew,3,0,3
Northern Shoveler,6,0,6
Northern Shrike,11,7,18
Northern Slaty-Antshrike,5,0,5
Northern Slimy Salamander,1,0,1
Northern Sooty-Woodpecker,1,0,1
Northern Tropical Pewee,4,0,4
Northern Waterthrush,186,100,286
Northern Wheatear,9,9,18
Northern White-breasted Hedgehog,4,0,4
Northern White-fringed Antwren,1,0,1
Norway Rat,2,0,2
Nutmeg Mannikin,15,8,23
Nuttall's Woodpecker,68,20,88
Nutting's Flycatcher,8,0,8
Oak Eggar,1,0,1
Oak Titmouse,175,74,249
Oak Toad,16,16,32
Oasis Hummingbird,1,0,1
Oblong-winged Katydid,19,10,29
Ocellated Antbird,1,0,1
Ocellated Crake,3,0,3
Ocellated Poorwill,7,0,7
Ocellated Tapaculo,5,0,5
Ocellated Thrasher,2,0,2
Ocellated Woodcreeper,1,0,1
Ochraceous Wren,1,0,1
Ochre-backed Woodpecker,1,0,1
Ochre-bellied Flycatcher,3,0,3
Ochre-breasted Antpitta,1,0,1
Ochre-breasted Foliage-gleaner,1,0,1
Ochre-breasted Tanager,2,0,2
Ochre-cheeked Spinetail,4,0,4
Ochre-collared Piculet,4,0,4
Ochre-faced Tody-Flycatcher,4,0,4
Ochre-flanked Tapaculo,2,0,2
Ochre-rumped Antbird,3,0,3
Oilbird,2,0,2
Okinawa Rail,1,0,1
Oleaginous Hemispingus,1,0,1
Olivaceous Cormorant,8,0,8
Olivaceous Elaenia,4,0,4
Olivaceous Piculet,1,0,1
Olivaceous Saltator,7,0,7
Olivaceous Schiffornis,1,0,1
Olivaceous Woodcreeper,4,0,4
Olive Baboon,1,0,1
Olive Bushshrike,10,0,10
Olive Frog,13,0,13
Olive Oropendola,1,0,1
Olive Snouted Tree Frog,3,0,3
Olive Sparrow,15,14,29
Olive Spinetail,3,0,3
Olive Sunbird,10,0,10
Olive Thrush,5,0,5
Olive Warbler,1,0,1
Olive Whistler,2,0,2
Olive Woodpecker,2,0,2
Olive-backed Oriole,54,78,132
Olive-backed Pipit,3,0,3
Olive-backed Tailorbird,6,0,6
Olive-bellied Sunbird,1,0,1
Olive-crowned Crescentchest,3,0,3
Olive-crowned Yellowthroat,1,0,1
Olive-faced Flycatcher,4,0,4
Olive-green Tanager,1,0,1
Olive-sided Flycatcher,144,81,225
Olive-throated Parakeet,7,0,7
Olive-tree Warbler,2,0,2
Olive-winged Bulbul,4,0,4
Olympic Marmot,2,0,2
Olympic Scrub Cicada,2,0,2
Onion Beetle,2,0,2
Opal-crowned Manakin,1,0,1
Opal-rumped Tanager,1,0,1
Orange Bishop,3,0,3
Orange Oriole,1,0,1
Orange-and-black Cicada,5,0,5
Orange-backed Oriole,1,0,1
Orange-bellied Buzzer,1,0,1
Orange-bellied Euphonia,2,0,2
Orange-bellied Flowerpecker,1,0,1
Orange-bellied Leafbird,1,0,1
Orange-billed Nightingale-Thrush,44,26,70
Orange-billed Sparrow,3,0,3
Orange-breasted Bush-Shrike,5,0,5
Orange-breasted Falcon,2,0,2
Orange-breasted Fruiteater,1,0,1
Orange-breasted Sunbird,2,0,2
Orange-breasted Thornbird,2,0,2
Orange-chinned Parakeet,42,15,57
Orange-crowned Manakin,1,0,1
Orange-crowned Warbler,182,93,275
Orange-eyed Thornbird,1,0,1
Orange-footed Scrubfowl,3,0,3
Orange-fronted Parakeet,11,0,11
Orange-fronted Plushcrown,1,0,1
Orange-fronted Yellow-Finch,1,0,1
Orange-headed Tanager,4,0,4
Orange-thighed Frog,1,0,1
Orange-throated Longclaw,3,0,3
Orange-throated Tanager,1,0,1
Orange-winged Parrot,9,0,9
Orchard Oriole,85,48,133
Oriental Cuckoo,22,31,53
Oriental Fire-bellied Toad,8,0,8
Oriental Greenfinch,1,0,1
Oriental Magpie,10,9,19
Oriental Magpie-Robin,69,69,138
Oriental Mole Cricket,9,0,9
Oriental Pied Hornbill,5,0,5
Oriental Pipit,1,0,1
Oriental Pratincole,1,0,1
Oriental Reed-Warbler,13,19,32
Oriental Scops Owl,22,19,41
Oriental Skylark,4,0,4
Oriental Turtle Dove,1,0,1
Orinocan Saltator,2,0,2
Orinoco Goose,1,0,1
Oriole Blackbird,1,0,1
Ornate Antwren,3,0,3
Ornate Burrowing Frog,5,0,5
Ornate Chorus Frog,12,11,23
Ornate Flycatcher,1,0,1
Ornate Forest toad,1,0,1
Ornate Frog,5,0,5
Ornate Hawk-Eagle,2,0,2
Ornate Sunbird,9,0,9
Ornate frog,1,0,1
Ortolan Bunting,16,18,34
Osprey,193,100,293
Ota's stream tree frog,1,0,1
Otomi tree cricket,3,0,3
Ovate Shieldback,4,0,4
Oven Frog,26,0,26
Ovenbird,609,100,709
Oxapampa Antpitta,1,0,1
Oʻahu ʻAmakihi,1,0,1
Pacific Baza,1,0,1
Pacific Black Duck,1,0,1
Pacific Dove,8,0,8
Pacific Golden-Plover,3,0,3
Pacific Hornero,3,0,3
Pacific Kingfisher,1,0,1
Pacific Koel,101,100,201
Pacific Parakeet,7,0,7
Pacific Parrotlet,5,0,5
Pacific Screech-Owl,2,0,2
Pacific Swift,1,0,1
Pacific Wren,408,100,508
Pacific-slope Flycatcher,220,87,307
Paddyfield Warbler,7,11,18
Painted Antnest Frog,1,0,1
Painted Bunting,84,63,147
Painted Buttonquail,1,0,1
Painted Francolin,1,0,1
Painted Honeyeater,1,0,1
Painted Quail-thrush,1,0,1
Painted Redstart,15,0,15
Painted Reed Frog,21,15,36
Painted Tody-Flycatcher,1,0,1
Painted Tree Frog,2,0,2
Palawan Peacock-Pheasant,1,0,1
Palawan Scops-Owl,1,0,1
Palawan Tit,1,0,1
Pale Baywing,2,0,2
Pale Chirping Frog,1,0,1
Pale Giant Squirrel,1,0,1
Pale Sand Martin,1,0,1
Pale Thrush,1,0,1
Pale Yellow Robin,2,0,2
Pale-bellied Tapaculo,3,0,3
Pale-bellied Tyrant-Manakin,2,0,2
Pale-billed Flowerpecker,8,0,8
Pale-billed Hornero,1,0,1
Pale-billed Woodpecker,1,0,1
Pale-breasted Spinetail,29,16,45
Pale-breasted Thrush,33,14,47
Pale-browed Tinamou,1,0,1
Pale-browed Treehunter,1,0,1
Pale-crested Woodpecker,1,0,1
Pale-edged Flycatcher,1,0,1
Pale-eyed Pygmy-Tyrant,2,0,2
Pale-eyed Thrush,1,0,1
Pale-footed Bush-Warbler,1,0,1
Pale-footed Swallow,1,0,1
Pale-headed Rosella,2,0,2
Pale-legged Hornero,2,0,2
Pale-legged Leaf-Warbler,3,0,3
Pale-legged Warbler,1,0,1
Pale-legged Weeping Frog,3,0,3
Pale-throated Pampa-Finch,1,0,1
Pale-vented Pigeon,6,0,6
Pale-winged Desert Cicada,3,0,3
Pale-winged Trumpeter,2,0,2
Palestine Sunbird,3,0,3
Pallas' Spadefoot Toad,2,0,2
Pallas's Bunting,1,0,1
Pallas's Grasshopper-Warbler,3,0,3
Pallas's Leaf-Warbler,1,0,1
Pallas's Squirrel,19,6,25
Pallid Cuckoo,10,19,29
Pallid Spinetail,2,0,2
Pallid Swift,11,21,32
Palm Tanager,17,5,22
Palm Warbler,23,24,47
Palmer's Treefrog,1,0,1
Pampas Deer,1,0,1
Pampas Pipit,2,0,2
Paperbark Cicada,32,57,89
Papuan Grassbird,1,0,1
Papuan King-Parrot,1,0,1
Papuan Pitta,1,0,1
Papuan Scrubwren,1,0,1
Papuan eclectus,1,0,1
Paradise Jacamar,2,0,2
Paradise Shelduck,25,9,34
Paradise Tanager,1,0,1
Paraguayan Snipe,1,0,1
Paraguayan Swimming Frog,3,0,3
Paraiba Robber Frog,1,0,1
Paramillo Tapaculo,1,0,1
Paraná Tropical Bullfrog,1,0,1
Pardusco,1,0,1
Parker's Antbird,4,0,4
Parker's Reed Frog,1,0,1
Parker's Spinetail,1,0,1
Parkinson's Petrel,1,0,1
Parrot Crossbill,1,0,1
Pará Foliage-gleaner,3,0,3
Patagonian Mockingbird,5,0,5
Patagonian Sierra-Finch,2,0,2
Patagonian Tyrant,3,0,3
Patent-leather beetle,4,0,4
Pavonine Cuckoo,6,0,6
Pavonine Quetzal,3,0,3
Peaceful Cicada,8,6,14
Peaceful Dove,4,0,4
Peach-faced Lovebird,15,0,15
Peach-fronted Parakeet,2,0,2
Pearl Kite,2,0,2
Pearl-necked Dove,79,40,119
Pearl-spotted Owlet,1,0,1
Pearled Treerunner,1,0,1
Pearly Antshrike,1,0,1
Pearly-bellied Seedeater,2,0,2
Pearly-breasted Conebill,1,0,1
Pearly-breasted Cuckoo,1,0,1
Pearly-eyed Thrasher,8,25,33
Pearly-vented Tody-Tyrant,11,0,11
Pectoral Sandpiper,2,0,2
Pectoral Sparrow,3,0,3
Pel's Fishing-Owl,2,0,2
Pel's pouched bat,1,0,1
Pemba Scops-Owl,1,0,1
Pepper Frog,1,0,1
